species	common_name	Species_Taxonomy_ID	lineage	div.time	evo.time	assembly_name	NCBIcode	contig_N50_bp	scaffold_N50_bp	Intact	partially_intact	uncertain_loss	lost	missing	complete_single_copy_or_duplicated	perc_complete	fragmented	missing	complete_single_copy_or_duplicated2	%_complete2	fragmented2	missing2	with_human_reference	with_mouse_reference
Globicephala_melas	long-finned pilot whale	9731	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Globicephala	94	0.34788	HLgloMel1	GCF_006547405.1	332801	18102937	16292	227	698	1080	133	8736	0.946889226	129	361	9112	0.987643616	36	78	17711	17503
Gorilla_gorilla_gorilla	western lowland gorilla	9595	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Gorilla; Gorilla gorilla	8.6	0.0176254	gorGor6	GCF_008122165.1	9522971	26116462	17403	220	264	165	378	8575	0.929438543	141	510	8902	0.964881856	58	266	18846	18865
Gracilinanus_agilis	Agile Gracile Mouse Opossum	191870	Mammalia; Theria; Metatheria; Didelphimorphia; Didelphidae; Didelphinae; Gracilinanus	160	0.791519	HLgraAgi1	GCA_016433145.1	73170	683521856	10925	1724	676	928	4177	8136	0.881855625	282	808	8117	0.879796228	247	862	13540	10936
Grammomys_surdaster	-	491861	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Grammomys	89	0.520913	HLgraSur1	GCF_004785775.1	51731	8094907	16592	484	441	522	391	8841	0.958270106	98	287	9109	0.987318448	52	65	18007	21194
Grampus_griseus	Risso's dolphin	83653	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Grampus	94	-	HLgraGri1	DNA Zoo Consortium	61551	93180659	14726	1585	683	1014	422	8422	0.912854975	284	520	8796	0.953392586	217	213	17465	17270
Graphiurus_murinus	woodland dormouse	51346	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Gliridae; Graphiurinae; Graphiurus	89	0.358933	HLgraMur1	GCA_004027655.1	22138	28463	12821	3368	589	503	1149	5385	0.583676566	1366	2475	7822	0.847821374	578	826	17328	17264
Gulo_gulo	wolverine	48420	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Martinae; Gulo	94	0.384148	HLgulGul1	GCA_900006375.2	3657	178272	11588	4281	564	486	1511	7984	0.865380447	519	723	8945	0.969542597	133	148	16940	16462
Gymnobelideus_leadbeateri	Leadbeater's possum	38618	Mammalia; Theria; Metatheria; Diprotodontia; Petauridae; Gymnobelideus	160	0.80651	HLgymLea1	GCA_011680675.1	500778	502495	11617	498	765	1287	4263	8314	0.901148927	270	642	8547	0.926403642	198	481	13067	9594
Gymnobelideus_leadbeateri	Leadbeater's possum	38618	Mammalia; Theria; Metatheria; Diprotodontia; Petauridae; Gymnobelideus	160	-	HLgymLea2	DNA Zoo Consortium	493667	317956571	13332	345	742	1382	2629	8708	0.943854325	106	412	8714	0.944504661	71	441	14681	12301
Halichoerus_grypus	gray seal	9711	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Halichoerus	94	0.341451	HLhalGry1	GCA_012393455.1	1011981	1033864	16152	505	1305	357	111	8599	0.932039887	189	438	9057	0.981682202	74	95	18576	18738
Helarctos_malayanus	Malayan sun bear	9634	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Helarctos	94	-	HLhelMal1	DNA Zoo Consortium	73286	59704986	15829	1511	357	359	374	8574	0.929330154	218	434	8914	0.966182528	159	153	18277	18171
Helogale_parvula	dwarf mongoose	210647	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Helogale	94	0.390165	HLhelPar1	GCA_004023845.1	113567	179119	15973	1175	442	391	449	7766	0.841751572	621	839	8991	0.974528506	103	132	18122	18058
Hemitragus_hylocrius	Nilgiri tahr	330464	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Hemitragus	94	0.415564	HLhemHyl1	GCA_004026825.1	66552	85340	16202	1149	432	346	301	7360	0.797745502	817	1049	9007	0.976262736	96	123	18337	18054
Heterocephalus_glaber	naked mole-rat	10181	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Bathyergidae; Heterocephalus	89	-	HLhetGla3	DNA Zoo Consortium	40135	100148522	16137	594	765	610	324	8800	0.953826144	101	325	9093	0.985584219	43	90	17993	18307
Heterocephalus_glaber	naked mole-rat	10181	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Bathyergidae; Heterocephalus	89	0.393163	hetGla2	GCF_000247695.1	47778	20532749	16205	591	750	666	218	8796	0.953392586	103	327	9094	0.985692608	42	90	18048	18574
Heterohyrax_brucei	yellow-spotted hyrax	77598	Mammalia; Theria; Eutheria; Afrotheria; Hyracoidea; Procaviidae; Heterohyrax	102	0.425448	HLhetBru1	GCA_004026845.1	62841	67904	15205	1650	522	470	583	7136	0.773466291	851	1239	8787	0.952417082	185	254	17792	17143
Hippopotamus_amphibius	hippopotamus	9833	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Ancodonta; Hippopotamidae; Hippopotamus	94	0.338267	HLhipAmp1	GCA_002995585.1	34064	110752	12528	3100	1563	462	777	7356	0.797311945	748	1122	8492	0.920442228	359	375	17787	17626
Hippopotamus_amphibius	hippopotamus	9833	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Ancodonta; Hippopotamidae; Hippopotamus	94	0.338243	HLhipAmp3	GCA_004027065.2	76609	4444377	16912	705	382	296	135	8884	0.962930848	82	260	9136	0.99024496	45	45	18611	18969
Hipposideros_armiger	great roundleaf bat	186990	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Hipposideridae; Hipposideros	94	0.346512	HLhipArm1	GCF_001890085.1	39863	2328177	14059	2435	820	556	560	8318	0.901582484	316	592	8635	0.935941903	258	333	17816	17790
Hipposideros_galeritus	Cantor's roundleaf bat	58069	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Hipposideridae; Hipposideros	94	0.354268	HLhipGal1	GCA_004027415.1	33704	37985	14354	2475	535	573	493	6673	0.723282029	1057	1496	8671	0.939843919	276	279	17869	17473
Hippotragus_equinus	roan antelope	37186	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Hippotraginae; Hippotragus	94	0.40913	HLhipEqu1	GCA_016433095.1	237164	8357620	16978	413	467	396	176	8728	0.946022111	154	344	9140	0.990678517	37	49	18440	18488
Hippotragus_niger_niger	sable antelope	82127	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Hippotraginae; Hippotragus; Hippotragus niger	94	-	HLhipNigNig2	DNA Zoo Consortium	44843	100235793	16267	1002	416	293	452	8814	0.955343594	118	294	9183	0.995339259	23	20	18272	18283
Hippotragus_niger_niger	sable antelope	82127	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Hippotraginae; Hippotragus; Hippotragus niger	94	0.409218	HLhipNig1	GCA_006942125.1	45501	4586323	16308	1008	400	350	364	8804	0.954259701	127	295	9182	0.995230869	24	20	18295	18489
Hyaena_hyaena	striped hyena	95912	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Hyaenidae; Hyaena	94	0.369847	HLhyaHya1	GCA_003009895.1	311202	2001327	17389	214	510	261	56	8898	0.964448298	72	256	9193	0.996423152	14	19	18706	18894
Hydrochoerus_hydrochaeris	capybara	10149	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Hydrochaeridae; Hydrochoerus	89	-	HLhydHyd2	DNA Zoo Consortium	78219	71052467	15977	840	652	595	366	8688	0.941686538	148	390	9002	0.975720789	104	120	17953	18201
Hydrochoerus_hydrochaeris	capybara	10149	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Hydrochaeridae; Hydrochoerus	89	0.449741	HLhydHyd1	GCA_004027455.1	148451	202224	16377	570	629	573	281	8162	0.884673748	402	662	9063	0.982332538	61	102	18082	18516
Hydrodamalis_gigas	Steller's sea cow	63631	Mammalia; Theria; Eutheria; Afrotheria; Sirenia; Dugongidae; Hydrodamalis	102	0.365554	HLhydGig1	GCA_013391785.1	1345	1430	1964	3353	888	1429	10796	1295	0.140364188	1213	6718	2054	0.222631693	1044	6128	6399	4078
Hydropotes_inermis	Chinese water deer	9883	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Hydropotinae; Hydropotes	94	0.414764	HLhydIne1	GCA_006459105.1	131446	13818975	16639	663	487	349	292	8830	0.957077824	113	283	9134	0.990028181	42	50	18340	18545
Hylobates_moloch	silvery gibbon	81572	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Hylobates	20	0.0404296	HLhylMol2	GCF_009828535.2	265822	125196221	17149	645	344	238	54	8730	0.94623889	171	325	9062	0.982224149	81	83	19046	18929
Hystrix_cristata	crested porcupine	10137	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Hystricidae; Hystrix	89	0.382633	HLhysCri1	GCA_004026905.1	57102	64768	15277	1675	539	527	412	7397	0.801755907	741	1088	8833	0.957402992	189	204	17988	18390
Ictidomys_tridecemlineatus	thirteen-lined ground squirrel	43179	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Ictidomys	89	0.33887	speTri2	GCF_000236235.1	44137	8192786	15459	1723	447	342	459	8717	0.944829829	153	356	8993	0.974745285	111	122	18203	18937
Indri_indri	-	34827	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Indri	74	0.235696	HLindInd1	GCA_004363605.1	26447	28620	13420	3309	651	464	586	6184	0.670279644	1137	1905	8099	0.87784522	534	593	18006	18087
Inia_geoffrensis	boutu	9725	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Iniidae; Inia	94	0.337332	HLlniGeo1	GCA_004363515.1	24570	26707	14137	2000	734	963	596	6287	0.681443746	991	1948	8737	0.946997615	191	298	17337	16693
Jaculus_jaculus	lesser Egyptian jerboa	51337	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Dipodoidea; Dipodidae; Dipodinae; Jaculus	89	0.444258	jacJac1	GCF_000280705.1	15675	22080993	13987	2318	653	721	751	8618	0.934099285	178	430	8860	0.960329504	168	198	17396	18427
Kobus_ellipsiprymnus	waterbuck	9962	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Reduncinae; Kobus	94	0.41057	HLkobEll1	GCA_006410655.1	26169	779552	15522	1612	708	313	275	8434	0.914155647	313	479	9019	0.977563408	117	90	18443	18318
Kobus_leche_leche	lechwe	91880	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Reduncinae; Kobus; Kobus leche	94	0.411053	HLkobLecLec1	GCA_014926565.1	66923	3233651	14044	2642	494	421	829	8520	0.92347713	275	431	8920	0.966832864	177	129	17742	17927
Kogia_breviceps	pygmy sperm whale	27615	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Physeteridae; Kogia	94	0.339462	HLkogBre1	GCA_004363705.1	26201	28812	12698	3178	775	1038	741	6013	0.651745068	1208	2005	8244	0.893561674	441	541	17217	16477
Lagenorhynchus_obliquidens	Pacific white-sided dolphin	90247	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Lagenorhynchus	94	-	HLlagObl2	DNA Zoo Consortium	254944	107447310	16350	184	703	1056	137	8789	0.952633861	110	327	9131	0.989703013	22	73	17733	17502
Lagenorhynchus_obliquidens	Pacific white-sided dolphin	90247	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Lagenorhynchus	94	0.348128	HLlagObl1	GCF_003676395.1	255779	28371583	16360	191	693	1091	95	8783	0.951983525	112	331	9131	0.989703013	23	72	17741	17499
Lama_glama	llama	9844	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Lama	94	0.346528	HLlamGla1	DNA Zoo Consortium	92440	57409894	15611	1473	479	521	346	8493	0.920550618	244	489	8815	0.955451984	197	214	18117	18052
Lama_glama_chaku	llama	273914	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Lama; Lama glama	94	0.3484	HLlamGlaCha1	GCA_013239585.1	111519	3269186	16582	664	570	329	285	8802	0.954042922	119	305	9151	0.9918708	33	42	18393	18625
Lama_guanicoe_cacsilensis	guanaco	273908	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Lama; Lama guanicoe	94	0.348391	HLlamGuaCac1	GCA_013239625.1	343812	14786206	17226	239	631	270	64	8894	0.964014741	76	256	9191	0.996206373	14	21	18695	19025
Lasiurus_borealis	red bat	258930	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Lasiurus	94	0.447575	HLlasBor1	GCA_004026805.1	35165	38543	10964	3989	928	983	1566	6240	0.676349447	1252	1734	6986	0.757207891	1069	1171	16297	15420
Lemur_catta	Ring-tailed lemur	9447	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur	74	0.236683	HLlemCat1	GCA_004024665.1	158439	215715	16492	1096	399	285	158	8099	0.87784522	468	659	8933	0.968241925	144	149	18668	18919
Leptonychotes_weddellii	Weddell seal	9713	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Leptonychotes	94	0.342966	lepWed1	GCF_000349705.1	23664	904031	11514	4840	685	461	930	7408	0.80294819	755	1063	7639	0.827986126	924	663	17577	17368
Leptonycteris_yerbabuenae	Lesser long-nosed bat	700936	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Glossophaginae; Leptonycteris	94	0.399781	HLlepYer1	GIGADB	37711	14735151	16085	668	679	675	323	8710	0.944071103	159	357	9016	0.97723824	111	99	17921	17622
Lepus_americanus	snowshoe hare	48086	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	89	0.372707	HLlepAme1	GCA_004026855.1	15057	16725	11520	4184	560	686	1480	4905	0.531649686	1497	2824	7709	0.83557338	663	854	16761	15217
Lepus_timidus	Mountain hare	62621	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Lepus	89	0.370373	HLlepTim1	GCA_009760805.1	18458	116271063	11927	3660	1264	736	843	7770	0.842185129	494	962	8122	0.880338175	476	628	17378	17172
Lipotes_vexillifer	Yangtze River dolphin	118797	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Lipotidae; Lipotes	94	0.336864	lipVex1	GCF_000442215.1	31902	2419148	14656	1372	918	1048	436	8730	0.94623889	161	335	9125	0.989052677	31	70	17454	17234
Litocranius_walleri	gerenuk	69311	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Litocranius	94	0.41911	HLlitWal1	GCA_006410535.1	62351	3126223	16023	980	887	364	176	8673	0.940060698	193	360	9068	0.982874485	79	79	18485	18606
Lontra_canadensis	Northern American river otter	76717	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Lontra	94	0.391602	HLlonCan1	GCF_010015895.1	691969	18460785	17297	190	576	324	43	8879	0.962388901	86	261	9173	0.994255365	24	29	18664	18853
Loxodonta_africana	African savanna elephant	9785	Mammalia; Theria; Eutheria; Afrotheria; Proboscidea; Elephantidae; Loxodonta	102	0.354547	HLloxAfr4	ftp://ftp.broadinstitute.org/pub/assemblies/mammals/elephant/loxAfr4/	65481	94531929	14065	1678	1877	372	438	8545	0.926186863	234	447	8953	0.970409712	131	142	18120	18458
Lutra_lutra	Eurasian river otter	9657	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Lutra	94	0.39245	HLlutLut1	GCA_902655055.1	30403456	149004807	17172	53	787	378	40	8902	0.964881856	67	257	9191	0.996206373	7	28	18612	18858
Lycaon_pictus	African hunting dog	9622	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Lycaon	94	0.363824	HLlycPic3	DNA Zoo Consortium	97659	62683413	15078	1380	562	590	820	8505	0.92185129	194	527	8808	0.954693258	146	272	17544	17452
Lycaon_pictus	African hunting dog	9622	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Lycaon	94	0.36676	HLlycPic2	GCA_004216515.1	61225	7494581	14247	897	786	522	1978	7885	0.854649902	150	1191	8182	0.886841535	64	980	16435	16477
Lynx_canadensis	Canada lynx	61383	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Lynx	94	0.345232	HLlynCan1	GCF_007474595.1	7503561	146106016	16401	145	1139	611	134	8719	0.945046607	129	378	9111	0.987535227	31	84	18302	18624
Lynx_pardinus	Spanish lynx	191816	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Lynx	94	0.345198	HLlynPar1	GCA_900661375.1	99542	1519745	14412	1989	620	408	1001	8236	0.892694559	291	699	8604	0.932581834	227	395	17574	17720
Macaca_fascicularis	crab-eating macaque	9541	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	29	0.0668867	HLmacFas6	GCA_012559485.1	26269796	149875912	15369	77	2711	261	12	8796	0.953392586	143	287	9200	0.997181877	8	18	19060	19053
Macaca_fuscata	Japanese macaque	9542	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	29	0.0686457	HLmacFus1	DNA Zoo Consortium	87996	149352196	17342	513	338	165	72	8781	0.951766746	164	281	9117	0.988185563	59	50	19073	18900
Macaca_mulatta	Rhesus monkey	9544	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	29	0.0684712	rheMac10	GCF_003339765.1	46608966	82346004	18074	35	225	90	6	8855	0.959787557	124	247	9208	0.998048992	5	13	19283	19357
Macaca_nemestrina	pig-tailed macaque	9545	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	29	0.0663031	macNem1	GCF_000956065.1	106897	15219753	16780	519	958	152	21	8781	0.951766746	142	303	9159	0.992737915	34	33	19141	19028
Macroglossus_sobrinus	-	326083	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Macroglossinae; Macroglossus	94	0.369121	HLmacSob1	GCA_004027375.1	338389	453401	16280	807	448	667	228	8421	0.912746586	286	519	9016	0.97723824	95	115	18019	17952
Macropus_fuliginosus	western gray kangaroo	9316	Mammalia; Theria; Metatheria; Diprotodontia; Macropodidae; Macropus	160	0.812235	HLmacFul1	DNA Zoo Consortium	29932	341276260	9908	2395	673	885	4569	7766	0.841751572	447	1013	7548	0.818122697	411	1267	13191	10553
Macropus_giganteus	eastern gray kangaroo	9317	Mammalia; Theria; Metatheria; Diprotodontia; Macropodidae; Macropus	160	0.811597	HLmacGig1	DNA Zoo Consortium	41233	392871110	11028	1877	634	934	3957	8182	0.886841535	288	756	8015	0.868740516	264	947	13762	11150
Macrotus_californicus	California big-eared bat	9419	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Phyllostominae; Macrotus	94	0.395888	HLmacCal1	GCA_007922815.1	16386	16925	13940	2306	542	703	939	6450	0.699111207	807	1969	8478	0.918924778	256	492	17218	16469
Madoqua_kirkii	Kirk's dik-dik	66434	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Madoqua	94	0.420152	HLmadKir1	GCA_006408675.1	27722	27730	6876	1857	7502	1509	686	5216	0.565358769	1374	2636	8284	0.897897247	410	532	16725	15558
Mandrillus_leucophaeus	drill	9568	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Mandrillus	29	0.0681199	manLeu1	GCF_000951045.1	31346	3186748	14360	2842	378	258	592	8481	0.919249946	316	429	8853	0.959570778	227	146	18420	17945
Mandrillus_sphinx	mandrill	9561	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Mandrillus	29	0.0682853	HLmanSph1	GCA_004802615.1	21683	3577924	15557	1544	680	241	408	8780	0.951658357	160	286	9150	0.991762411	41	35	18652	18226
Mandrillus_sphinx	mandrill	9561	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Mandrillus	29	-	HLmanSph2	DNA Zoo Consortium	20976	149088477	15575	1523	685	179	468	8802	0.954042922	146	278	9157	0.992521136	38	31	18658	18249
Manis_javanica	Malayan pangolin	9974	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Pholidota; Manidae; Manis	94	0.348325	HLmanJav2	GCA_014570535.1	83964	13854118	15777	990	763	726	174	8603	0.932473445	180	443	8985	0.97387817	97	144	17979	18046
Manis_javanica	Malayan pangolin	9974	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Pholidota; Manidae; Manis	94	0.348256	HLmanJav1	GCF_001685135.1	38922	204728	13846	1731	1255	895	703	7861	0.852048558	551	814	8897	0.964339909	148	181	17234	17100
Manis_pentadactyla	Chinese pangolin	143292	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Pholidota; Manidae; Manis	94	0.345873	manPen1	GCA_000738955.1	28718	117920	10571	3752	1042	840	2225	6576	0.712768264	916	1734	7775	0.842727076	574	877	15741	15579
Manis_pentadactyla	Chinese pangolin	143292	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Pholidota; Manidae; Manis	94	0.344697	HLmanPen2	GCA_014570555.1	151937	7836868	16798	131	625	687	189	8711	0.944179493	111	404	9077	0.983849989	29	120	18006	18255
Manis_tricuspis	Tree pangolin	358128	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Pholidota; Manidae; Manis	94	0.340992	HLmanTri1	GCA_004765945.1	23755	25241	14051	2246	742	837	554	6139	0.665402124	1132	1955	8595	0.93160633	276	355	17442	16954
Marmota_flaviventris	yellow-bellied marmot	93162	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	89	0.330853	HLmarFla1	GCA_003676075.2	143681	11407078	17322	286	430	315	77	8894	0.964014741	83	249	9168	0.993713419	24	34	18645	19443
Marmota_himalayana	Himalayan marmot	93163	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	89	0.335283	HLmarHim1	GCA_005280165.1	102162	1497034	16075	680	844	334	497	8518	0.923260351	165	543	8806	0.95447648	112	308	18188	19087
Marmota_marmota_marmota	Alpine marmot	9994	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota; Marmota marmota	89	0.333437	HLmarMar1	GCF_001458135.1	66492	31340621	15196	1420	991	408	415	8738	0.947106005	176	312	9003	0.975829178	131	92	18208	19047
Marmota_monax	woodchuck	9995	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	89	0.336288	HLmarMon1	GCA_901343595.1	189547	892188	16318	802	881	300	129	8546	0.926295253	225	455	8932	0.968133536	118	176	18624	19511
Marmota_monax	woodchuck	9995	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	89	0.336359	HLmarMon2	GCA_014533835.1	1094236	1094236	17458	317	405	223	27	8800	0.953826144	138	288	9134	0.990028181	57	35	18835	19813
Marmota_vancouverensis	Vancouver marmot	93167	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Marmotini; Marmota	89	0.335194	HLmarVan1	GCA_005458795.1	11502	1590947	12187	4035	836	422	950	8200	0.888792543	439	587	8580	0.92998049	343	303	17617	18456
Martes_zibellina	sable	36722	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Martinae; Martes	94	0.383915	HLmarZib1	GCA_012583365.1	62196	5199373	16403	1171	463	276	117	8739	0.947214394	149	338	9056	0.981573813	89	81	18631	18718
Mastacomys_fuscus	-	337222	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mastacomys	89	-	HLmasFus1	DNA Zoo Consortium	371229	104439433	10699	718	4809	1597	607	8060	0.873618036	307	859	8549	0.926620421	206	471	16662	19483
